sentence#,word,pos,tag
243.0,crisp,JJ,O
243.0,.,.,O
244.0,Serve,VB,U-Action
244.0,with,IN,O
244.0,a,DT,O
244.0,cool,JJ,O
244.0,fresh,JJ,O
244.0,vegetable,NN,O
244.0,such,JJ,O
244.0,as,IN,O
244.0,cucumber,NN,U-Ingredient
244.0,slices,NNS,O
244.0,",",",",O
244.0,avocado,NN,U-Ingredient
244.0,",",",",O
244.0,or,CC,O
244.0,lettuce,NN,B-Ingredient
244.0,leaves,NNS,L-Ingredient
244.0,",",",",O
244.0,if,IN,O
244.0,desired,VBN,O
244.0,.,.,O
245.0,Cream,VB,U-Action
245.0,the,DT,O
245.0,butter,NN,U-Ingredient
245.0,with,IN,O
245.0,the,DT,O
245.0,dressing,NN,O
245.0,mix,NN,O
245.0,;,:,O
245.0,spread,VBD,U-Action
245.0,evenly,RB,O
245.0,on,IN,O
245.0,the,DT,O
245.0,bread,NN,U-Ingredient
245.0,halves,NNS,O
245.0,.,.,O
246.0,Place,NN,U-Action
246.0,under,IN,O
246.0,the,DT,O
246.0,broiler,NN,U-Utensil
246.0,for,IN,O
246.0,2,CD,O
246.0,-,SYM,O
246.0,3,CD,O
246.0,minutes,NNS,O
246.0,",",",",O
246.0,until,IN,O
246.0,golden,JJ,O
246.0,and,CC,O
246.0,the,DT,O
246.0,butter,NN,U-Ingredient
246.0,begins,VBZ,O
246.0,to,TO,O
246.0,seep,VB,O
246.0,and,CC,O
246.0,bubble,NN,O
246.0,.,.,O
247.0,Serve,VB,U-Action
247.0,hot,JJ,O
247.0,.,.,O
248.0,In,IN,O
248.0,bowl,NN,U-Utensil
248.0,",",",",O
248.0,mix,VB,U-Action
248.0,dry,JJ,O
248.0,ingredients,NNS,O
248.0,.,.,O
249.0,Add,VB,U-Action
249.0,venison,NN,U-Ingredient
249.0,and,CC,O
249.0,mix,VB,U-Action
249.0,well,RB,O
249.0,.,.,O
250.0,Do,VB,O
250.0,not,RB,O
250.0,overcook,VB,U-Action
250.0,.,.,O
251.0,Turn,VB,U-Action
251.0,burner,RB,U-Utensil
251.0,off,RP,O
251.0,and,CC,O
251.0,leave,VB,U-Action
251.0,burgers,NNS,U-Ingredient
251.0,in,IN,O
251.0,the,DT,O
251.0,pan,NN,U-Utensil
251.0,while,IN,O
251.0,you,PRP,O
251.0,put,VBP,O
251.0,condiments,NNS,U-Ingredient
251.0,on,IN,O
251.0,your,PRP$,O
251.0,hamburger,NN,B-Ingredient
251.0,bun,NN,L-Ingredient
251.0,.,.,O
252.0,If,IN,O
252.0,cooking,VBG,O
252.0,thawed,VBN,O
252.0,burgers,NNS,O
252.0,",",",",O
252.0,cook,VB,U-Action
252.0,about,RB,O
252.0,2,CD,O
252.0,-,SYM,O
252.0,3,CD,O
252.0,minutes,NNS,O
252.0,per,IN,O
252.0,side,NN,O
252.0,.,.,O
253.0,Add,VB,U-Action
253.0,liquid,JJ,O
253.0,ingredients,NNS,O
253.0,and,CC,O
253.0,mix,VB,U-Action
253.0,well,RB,O
253.0,with,IN,O
253.0,a,DT,O
253.0,fork,NN,U-Utensil
253.0,",",",",O
253.0,until,IN,O
253.0,bread,NN,B-Ingredient
253.0,crumbs,NNS,L-Ingredient
253.0,are,VBP,O
253.0,barely,RB,O
253.0,noticeable,JJ,O
253.0,.,.,O
254.0,On,IN,O
254.0,plastic,JJ,B-Utensil
254.0,wrap,NN,L-Utensil
254.0,",",",",O
254.0,form,VB,O
254.0,into,IN,O
254.0,8,CD,O
254.0,(,-LRB-,O
254.0,4,CD,O
254.0,ounce,NN,O
254.0,),-RRB-,O
254.0,patties,NNS,O
254.0,",",",",O
254.0,making,VBG,O
254.0,them,PRP,O
254.0,round,JJ,O
254.0,and,CC,O
254.0,very,RB,O
254.0,flat--,UH,O
254.0,like,IN,O
254.0,a,DT,O
254.0,fast,JJ,O
254.0,-,HYPH,O
254.0,food,NN,O
254.0,burger,NN,O
254.0,.,.,O
255.0,They,PRP,O
255.0,can,MD,O
255.0,be,VB,O
255.0,cooked,VBN,U-Action
255.0,immediately,RB,O
255.0,",",",",O
255.0,but,CC,O
255.0,I,PRP,O
255.0,prefer,VBP,O
255.0,to,TO,O
255.0,freeze,VB,U-Action
255.0,them,PRP,O
255.0,first,RB,O
255.0,.,.,O
256.0,Place,VB,U-Action
256.0,them,PRP,O
256.0,on,IN,O
256.0,a,DT,O
256.0,large,JJ,B-Utensil
256.0,cookie,NN,I-Utensil
256.0,sheet,NN,L-Utensil
256.0,and,CC,O
256.0,freeze,VB,U-Action
256.0,them,PRP,O
256.0,several,JJ,O
256.0,hours,NNS,O
256.0,.,.,O
257.0,Remove,VB,U-Action
257.0,from,IN,O
257.0,freezer,NN,U-Utensil
257.0,and,CC,O
257.0,place,NN,U-Action
257.0,waxed,VBN,B-Utensil
257.0,paper,NN,L-Utensil
257.0,between,IN,O
257.0,each,DT,O
257.0,burger,NN,O
257.0,as,IN,O
257.0,you,PRP,O
257.0,stack,VBP,O
257.0,them,PRP,O
257.0,.,.,O
258.0,I,PRP,O
258.0,stack,VBP,O
258.0,them,PRP,O
258.0,in,IN,O
258.0,2,CD,O
258.0,1-quart,JJ,O
258.0,freezer,NN,U-Action
258.0,zip,NN,B-Utensil
258.0,-,HYPH,O
258.0,lock,NN,I-Utensil
258.0,bags,NNS,L-Utensil
258.0,.,.,O
259.0,Preheat,VB,U-Action
259.0,cast,VBN,B-Utensil
259.0,iron,NN,I-Utensil
259.0,skillet,NN,L-Utensil
259.0,to,IN,O
259.0,very,RB,O
259.0,hot,JJ,O
259.0,.,.,O
260.0,Cook,VB,U-Action
260.0,frozen,JJ,B-Ingredient
260.0,burgers,NNS,L-Ingredient
260.0,until,IN,O
260.0,they,PRP,O
260.0,are,VBP,O
260.0,slightly,RB,O
260.0,charred,VBN,O
260.0,on,IN,O
260.0,one,CD,O
260.0,side,NN,O
260.0,(,-LRB-,O
260.0,about,RB,O
260.0,3,CD,O
260.0,-,SYM,O
260.0,4,CD,O
260.0,minutes,NNS,O
260.0,),-RRB-,O
260.0,and,CC,O
260.0,then,RB,O
260.0,turn,VB,O
260.0,and,CC,O
260.0,cook,VBP,U-Action
260.0,until,IN,O
260.0,the,DT,O
260.0,other,JJ,O
260.0,side,NN,O
260.0,is,VBZ,O
260.0,slightly,RB,O
260.0,charred,JJ,O
260.0,and,CC,O
260.0,burgers,NNS,U-Ingredient
260.0,are,VBP,O
260.0,medium,JJ,O
260.0,-,HYPH,O
260.0,well,RB,O
260.0,.,.,O
261.0,Mix,VB,U-Action
261.0,all,PDT,O
261.0,the,DT,O
261.0,ingredients,NNS,O
261.0,using,VBG,O
261.0,a,DT,O
261.0,blender,NN,U-Utensil
261.0,.,.,O
262.0,Pour,VB,U-Action
262.0,into,IN,O
262.0,popsicle,NN,B-Utensil
262.0,molds,NNS,L-Utensil
262.0,.,.,O
263.0,Freeze,VB,U-Action
263.0,and,CC,O
263.0,enjoy,VB,O
263.0,!,.,O
264.0,Combine,VB,
264.0,all,DT,
264.0,ingredients,NNS,
264.0,in,IN,
264.0,large,JJ,
264.0,pot,NN,
264.0,.,.,
265.0,Bring,VB,
265.0,to,IN,
265.0,a,DT,
265.0,boil,NN,
265.0,and,CC,
265.0,simmer,VB,
265.0,for,IN,
265.0,3,CD,
265.0,minutes,NNS,
265.0,.,.,
266.0,Serve,VB,
266.0,.,.,
267.0,I,PRP,
267.0,use,VBP,
267.0,the,DT,
267.0,tomatoes,NNS,
267.0,that,WDT,
267.0,come,VBP,
267.0,flavored,VBN,
267.0,with,IN,
267.0,basil,NN,
267.0,",",",",
267.0,oregano,NN,
267.0,",",",",
267.0,and,CC,
267.0,garlic,NN,
267.0,.,.,
268.0,You,PRP,
268.0,can,MD,
268.0,substitute,VB,
268.0,whatever,WDT,
268.0,vegetables,NNS,
268.0,you,PRP,
268.0,like,VBP,
268.0,;,:,
268.0,if,IN,
268.0,you,PRP,
268.0,do,VBP,
268.0,n't,RB,
268.0,want,VB,
268.0,to,TO,
268.0,use,VB,
268.0,the,DT,
268.0,zucchini,NNS,
268.0,",",",",
268.0,add,VB,
268.0,a,DT,
268.0,can,NN,
268.0,of,IN,
268.0,tomato,NN,
268.0,sauce,NN,
268.0,to,TO,
268.0,give,VB,
268.0,it,PRP,
268.0,some,DT,
268.0,substance,NN,
268.0,.,.,
269.0,Preheat,VB,
269.0,oven,NN,
269.0,to,IN,
269.0,350,CD,
269.0,degrees,NNS,
269.0,.,.,
270.0,Place,NN,
270.0,spinach,NN,
270.0,in,IN,
270.0,strainer,NN,
270.0,and,CC,
270.0,squeeze,VB,
270.0,all,DT,
270.0,extra,JJ,
270.0,liquid,NN,
270.0,from,IN,
270.0,it,PRP,
270.0,.,.,
271.0,In,IN,
271.0,a,DT,
271.0,large,JJ,
271.0,bowl,NN,
271.0,",",",",
271.0,combine,VB,
271.0,spinach,NN,
271.0,with,IN,
271.0,the,DT,
271.0,rest,NN,
271.0,of,IN,
271.0,ingredients,NNS,
271.0,",",",",
271.0,except,IN,
271.0,croutons,NNS,
271.0,",",",",
271.0,and,CC,
271.0,combine,VB,
271.0,well,RB,
271.0,.,.,
272.0,Pour,VB,
272.0,into,IN,
272.0,a,DT,
272.0,2,CD,
272.0,quart,NN,
272.0,casserole,NN,
272.0,dish,NN,
272.0,and,CC,
272.0,top,NN,
272.0,with,IN,
272.0,croutons,NNS,
272.0,.,.,
273.0,Bake,VB,
273.0,for,IN,
273.0,35,CD,
273.0,to,TO,
273.0,40,CD,
273.0,minutes,NNS,
273.0,",",",",
273.0,or,CC,
273.0,until,IN,
273.0,bubbling,VBG,
273.0,around,IN,
273.0,edges,NNS,
273.0,.,.,
274.0,Cut,VB,
274.0,potatoes,NNS,
274.0,into,IN,
274.0,1/2,CD,
274.0,"""",``,
274.0,pieces,NNS,
274.0,;,:,
274.0,place,NN,
274.0,in,IN,
274.0,medium,JJ,
274.0,saucepan,NN,
274.0,.,.,
275.0,Add,VB,
275.0,water,NN,
275.0,to,TO,
275.0,cover,VB,
275.0,.,.,
276.0,Bring,VB,
276.0,to,IN,
276.0,a,DT,
276.0,boil,NN,
276.0,;,:,
276.0,cover,VB,
276.0,",",",",
276.0,reduce,VB,
276.0,heat,NN,
276.0,",",",",
276.0,and,CC,
276.0,simmer,VB,
276.0,15,CD,
276.0,-,SYM,
276.0,20,CD,
276.0,minutes,NNS,
276.0,or,CC,
276.0,until,IN,
276.0,tender,NN,
276.0,.,.,
277.0,Drain,VB,
277.0,and,CC,
277.0,cool,JJ,
277.0,.,.,
278.0,Combine,VB,
278.0,potato,NN,
278.0,",",",",
278.0,chopped,VBN,
278.0,green,JJ,
278.0,onion,NN,
278.0,",",",",
278.0,and,CC,
278.0,pimemto,NNP,
278.0,in,IN,
278.0,a,DT,
278.0,large,JJ,
278.0,bowl,NN,
278.0,;,:,
278.0,toss,VB,
278.0,gently,RB,
278.0,.,.,
279.0,Combine,VB,
279.0,mayonnaise,NN,
279.0,and,CC,
279.0,next,JJ,
279.0,9,CD,
279.0,ingredients,NNS,
279.0,;,:,
279.0,stir,VB,
279.0,well,RB,
279.0,.,.,
280.0,Add,VB,
280.0,to,IN,
280.0,potato,NN,
280.0,mixture,NN,
280.0,",",",",
280.0,tossing,VBG,
280.0,gently,RB,
280.0,to,IN,
280.0,coat,NN,
280.0,.,.,
281.0,Cover,NN,
281.0,and,CC,
281.0,chill,VB,
281.0,.,.,
282.0,Combine,VB,
282.0,all,DT,
282.0,ingredients,NNS,
282.0,in,IN,
282.0,a,DT,
282.0,large,JJ,
282.0,bowl,NN,
282.0,and,CC,
282.0,mix,VB,
282.0,well,RB,
282.0,.,.,
283.0,Shape,VB,
283.0,into,IN,
283.0,one,CD,
283.0,-,HYPH,
283.0,inch,NN,
283.0,balls,NNS,
283.0,.,.,
284.0,Cover,VB,
284.0,and,CC,
284.0,refrigerate,VB,
284.0,or,CC,
284.0,freeze,VB,
284.0,until,IN,
284.0,ready,JJ,
284.0,to,TO,
284.0,bake,VB,
284.0,.,.,
285.0,Preheat,VB,
285.0,oven,NN,
285.0,to,IN,
285.0,350,CD,
285.0,degrees,NNS,
285.0,.,.,
286.0,Place,NN,
286.0,on,IN,
286.0,ungreased,JJ,
286.0,baking,NN,
286.0,sheet,NN,
286.0,and,CC,
286.0,bake,VB,
286.0,until,IN,
286.0,light,JJ,
286.0,brown,NNP,
286.0,(,-LRB-,
286.0,about,RB,
286.0,10,CD,
286.0,to,TO,
286.0,15,CD,
286.0,minutes,NNS,
286.0,),-RRB-,
286.0,.,.,
287.0,Brown,JJ,
287.0,onion,NN,
287.0,and,CC,
287.0,meat,NN,
287.0,in,IN,
287.0,the,DT,
287.0,oil,NN,
287.0,",",",",
287.0,drain,VB,
287.0,any,DT,
287.0,excess,JJ,
287.0,moisture,NN,
287.0,.,.,
288.0,Remove,VB,
288.0,from,IN,
288.0,heat,NN,
288.0,and,CC,
288.0,add,VB,
288.0,both,DT,
288.0,cans,NNS,
288.0,of,IN,
288.0,soup,NN,
288.0,and,CC,
288.0,the,DT,
288.0,veggies,NNS,
288.0,of,IN,
288.0,your,PRP$,
288.0,choice,NN,
288.0,and,CC,
288.0,stir,NN,
288.0,.,.,
289.0,Salt,NN,
289.0,and,CC,
289.0,pepper,NN,
289.0,to,TO,
289.0,taste,VB,
289.0,.,.,
290.0,Pour,VB,
290.0,mixture,NN,
290.0,into,IN,
290.0,a,DT,
290.0,greased,JJ,
290.0,9x9,CD,
290.0,inch,NN,
290.0,baking,NN,
290.0,pan,NN,
290.0,.,.,
291.0,Spoon,VB,
291.0,the,DT,
291.0,prepared,JJ,
291.0,cornbread,NN,
291.0,mix,NN,
291.0,over,IN,
291.0,the,DT,
291.0,top,NN,
291.0,and,CC,
291.0,spread,VBD,
291.0,even,RB,
291.0,.,.,
292.0,Bake,VB,
292.0,in,IN,
292.0,a,DT,
292.0,preheated,JJ,
292.0,350,CD,
292.0,degree,NN,
292.0,oven,NN,
292.0,for,IN,
292.0,35,CD,
292.0,-,SYM,
292.0,45,CD,
292.0,minutes,NNS,
292.0,",",",",
292.0,or,CC,
292.0,until,IN,
292.0,cornbread,NN,
292.0,is,VBZ,
292.0,done,VBN,
292.0,.,.,
293.0,In,IN,
293.0,a,DT,
293.0,large,JJ,
293.0,pot,NN,
293.0,",",",",
293.0,cook,VB,
293.0,your,PRP$,
293.0,angel,NN,
293.0,hair,NN,
293.0,pasta,NN,
293.0,until,IN,
293.0,almost,RB,
293.0,al,NNP,
293.0,dente,NNP,
293.0,;,:,
293.0,drain,VB,
293.0,well,RB,
293.0,",",",",
293.0,put,VBN,
293.0,in,IN,
293.0,a,DT,
293.0,bowl,NN,
293.0,and,CC,
293.0,set,VBN,
293.0,aside,RB,
293.0,.,.,
294.0,In,IN,
294.0,a,DT,
294.0,small,JJ,
294.0,tupperware,NN,
294.0,container,NN,
294.0,with,IN,
294.0,a,DT,
294.0,lid,NN,
294.0,",",",",
294.0,mix,VB,
294.0,sesame,NN,
294.0,oil,NN,
294.0,",",",",
294.0,soy,NN,
294.0,sauce,NN,
294.0,",",",",
294.0,honey,NN,
294.0,",",",",
294.0,garlic,NN,
294.0,and,CC,
294.0,sesame,NN,
294.0,seeds,NNS,
294.0,.,.,
295.0,Put,VB,
295.0,the,DT,
295.0,lid,NN,
295.0,on,IN,
295.0,the,DT,
295.0,container,NN,
295.0,and,CC,
295.0,shake,VB,
295.0,",",",",
295.0,shake,VBP,
295.0,",",",",
295.0,shake,VBP,
295.0,it,PRP,
295.0,like,IN,
295.0,a,DT,
295.0,polaroid,NNP,
295.0,picture,NN,
295.0,.,.,
296.0,Pour,VB,
296.0,the,DT,
296.0,sauce,NN,
296.0,over,IN,
296.0,the,DT,
296.0,angel,NN,
296.0,hair,NN,
296.0,and,CC,
296.0,toss,VB,
296.0,well,RB,
296.0,;,:,
296.0,the,DT,
296.0,heat,NN,
296.0,of,IN,
296.0,the,DT,
296.0,pasta,NN,
296.0,will,MD,
296.0,cook,VB,
296.0,the,DT,
296.0,garlic,NN,
296.0,a,DT,
296.0,bit,NN,
296.0,so,IN,
296.0,it,PRP,
296.0,wo,MD,
296.0,n't,RB,
296.0,be,VB,
296.0,totally,RB,
296.0,raw,JJ,
296.0,.,.,
297.0,Mix,VB,
297.0,in,IN,
297.0,the,DT,
297.0,green,JJ,
297.0,onions,NNS,
297.0,and,CC,
297.0,stir,VB,
297.0,fry,VB,
297.0,veggies,NNS,
297.0,.,.,
298.0,Serve,VB,
298.0,.,.,
299.0,Preheat,VB,
299.0,oven,NN,
299.0,to,IN,
299.0,375,CD,
299.0,degrees,NNS,
299.0,.,.,
300.0,Add,VB,
300.0,the,DT,
300.0,brown,JJ,
300.0,sugar,NN,
300.0,",",",",
300.0,flour,NN,
300.0,",",",",
300.0,cinnamon,NN,
300.0,to,IN,
300.0,a,DT,
300.0,small,JJ,
300.0,bowl,NN,
300.0,and,CC,
300.0,cut,VBN,
300.0,in,IN,
300.0,softened,JJ,
300.0,butter,NN,
300.0,.,.,
301.0,When,WRB,
301.0,mixture,NN,
301.0,is,VBZ,
301.0,well,RB,
301.0,mixed,JJ,
301.0,stir,NN,
301.0,in,IN,
301.0,chopped,JJ,
301.0,pecans,NNS,
301.0,;,:,
301.0,set,VBN,
301.0,aside,RB,
301.0,.,.,
302.0,Spray,NNP,
302.0,a,DT,
302.0,12-muffin,JJ,
302.0,tin,NN,
302.0,with,IN,
302.0,non,JJ,
302.0,-,JJ,
302.0,stick,JJ,
302.0,cooking,NN,
302.0,spray,NN,
302.0,and,CC,
302.0,set,VBD,
302.0,aside,RB,
302.0,.,.,
303.0,Combine,VB,
303.0,the,DT,
303.0,flours,NNS,
303.0,",",",",
303.0,cocoa,NN,
303.0,",",",",
303.0,baking,NN,
303.0,powder,NN,
303.0,",",",",
303.0,cinnamon,NN,
303.0,",",",",
303.0,cloves,NNS,
303.0,",",",",
303.0,baking,NN,
303.0,soda,NN,
303.0,",",",",
303.0,and,CC,
303.0,salt,NN,
303.0,.,.,
304.0,Lightly,RB,
304.0,beat,VB,
304.0,eggs,NNS,
304.0,with,IN,
304.0,honey,NN,
304.0,",",",",
304.0,sugar,NN,
304.0,",",",",
304.0,oil,NN,
304.0,",",",",
304.0,mashed,VBN,
304.0,yams,NNS,
304.0,and,CC,
304.0,orange,JJ,
304.0,juice,NN,
304.0,.,.,
305.0,Add,VB,
305.0,the,DT,
305.0,egg,NN,
305.0,mixture,NN,
305.0,and,CC,
305.0,buttermilk,NN,
305.0,alternately,RB,
305.0,to,IN,
305.0,the,DT,
305.0,dry,JJ,
305.0,ingredients,NNS,
305.0,",",",",
305.0,stir,VB,
305.0,until,IN,
305.0,well,RB,
305.0,blended,VBN,
305.0,.,.,
306.0,Add,VB,
306.0,orange,NN,
306.0,peel,NN,
306.0,to,TO,
306.0,batter,VB,
306.0,mixing,VBG,
306.0,well,RB,
306.0,.,.,
307.0,Spoon,NN,
307.0,batter,NN,
307.0,into,IN,
307.0,prepared,VBN,
307.0,muffin,NN,
307.0,tins,NNS,
307.0,",",",",
307.0,sprinkle,VB,
307.0,lightly,RB,
307.0,with,IN,
307.0,strussel,NNP,
307.0,topping,NN,
307.0,and,CC,
307.0,bake,VBP,
307.0,in,IN,
307.0,preheated,JJ,
307.0,oven,NN,
307.0,for,IN,
307.0,15,CD,
307.0,to,TO,
307.0,20,CD,
307.0,minutes,NNS,
307.0,.,.,
308.0,Preheat,VB,
308.0,oven,NN,
308.0,to,IN,
308.0,375,CD,
308.0,degrees,NNS,
308.0,.,.,
309.0,Spray,NN,
309.0,muffin,NN,
309.0,tin,NN,
309.0,with,IN,
309.0,non,JJ,
309.0,-,JJ,
309.0,stick,JJ,
309.0,cooking,NN,
309.0,spray,NN,
309.0,and,CC,
309.0,set,VBD,
309.0,aside,RB,
309.0,.,.,
310.0,Place,VB,
310.0,the,DT,
310.0,raisins,NNS,
310.0,in,IN,
310.0,a,DT,
310.0,small,JJ,
310.0,bowl,NN,
310.0,and,CC,
310.0,pour,VB,
310.0,the,DT,
310.0,1/4,CD,
310.0,cup,NN,
310.0,boiling,NN,
310.0,water,NN,
310.0,over,IN,
310.0,them,PRP,
310.0,.,.,
311.0,Cover,VB,
311.0,and,CC,
311.0,set,VB,
311.0,aside,RB,
311.0,while,IN,
311.0,preparing,VBG,
311.0,batter,NN,
311.0,.,.,
312.0,Combine,VB,
312.0,the,DT,
312.0,flours,NNS,
312.0,",",",",
312.0,cocoa,NN,
312.0,",",",",
312.0,baking,NN,
312.0,powder,NN,
312.0,",",",",
312.0,cinnamon,NN,
312.0,",",",",
312.0,cloves,NNS,
312.0,",",",",
312.0,baking,NN,
312.0,soda,NN,
312.0,",",",",
312.0,and,CC,
312.0,salt,NN,
312.0,.,.,
313.0,Lightly,RB,
313.0,beat,VB,
313.0,eggs,NNS,
313.0,with,IN,
313.0,sorghum,NN,
313.0,",",",",
313.0,oil,NN,
313.0,",",",",
313.0,mashed,VBN,
313.0,yams,NNS,
313.0,and,CC,
313.0,orange,JJ,
313.0,juice,NN,
313.0,.,.,
314.0,Add,VB,
314.0,the,DT,
314.0,egg,NN,
314.0,mixture,NN,
314.0,and,CC,
314.0,buttermilk,NN,
314.0,alternately,RB,
314.0,to,IN,
314.0,the,DT,
314.0,dry,JJ,
314.0,ingredients,NNS,
314.0,",",",",
314.0,stir,VB,
314.0,until,IN,
314.0,well,RB,
314.0,blended,VBN,
314.0,.,.,
315.0,Drain,VB,
315.0,the,DT,
315.0,raisins,NNS,
315.0,and,CC,
315.0,add,VB,
315.0,to,TO,
315.0,batter,VB,
315.0,along,RP,
315.0,with,IN,
315.0,orange,NNP,
315.0,peel,NN,
315.0,.,.,
316.0,Spoon,NN,
316.0,batter,NN,
316.0,into,IN,
316.0,prepared,VBN,
316.0,muffin,NN,
316.0,tins,NNS,
316.0,",",",",
316.0,sprinkle,VB,
316.0,1/4,CD,
316.0,to,IN,
316.0,1/2,CD,
316.0,tsp,NN,
316.0,of,IN,
316.0,granulated,JJ,
316.0,sugar,NN,
316.0,over,IN,
316.0,each,DT,
316.0,muffin,NN,
316.0,.,.,
317.0,Bake,VB,
317.0,in,IN,
317.0,preheated,JJ,
317.0,oven,NN,
317.0,for,IN,
317.0,15,CD,
317.0,to,TO,
317.0,20,CD,
317.0,minutes,NNS,
317.0,.,.,
318.0,Brown,VB,
318.0,the,DT,
318.0,meat,NN,
318.0,&,CC,
318.0,drain,NN,
318.0,fat,NN,
318.0,.,.,
319.0,Stir,VB,
319.0,in,IN,
319.0,sugar,NN,
319.0,",",",",
319.0,mustard,NN,
319.0,",",",",
319.0,beer,NN,
319.0,",",",",
319.0,cayenne,NN,
319.0,",",",",
319.0,garlic,NN,
319.0,and,CC,
319.0,salt,NN,
319.0,&,CC,
319.0,pepper,NN,
319.0,to,TO,
319.0,taste,VB,
319.0,.,.,
320.0,Simmer,VB,
320.0,until,IN,
320.0,liquid,NN,
320.0,has,VBZ,
320.0,mostly,RB,
320.0,cooked,VBN,
320.0,away,RB,
320.0,.,.,
321.0,Lay,NNP,
321.0,slices,NNS,
321.0,of,IN,
321.0,cheese,NN,
321.0,over,IN,
321.0,top,NN,
321.0,of,IN,
321.0,meat,NN,
321.0,",",",",
321.0,then,RB,
321.0,cover,VB,
321.0,for,IN,
321.0,about,RB,
321.0,5,CD,
321.0,minutes,NNS,
321.0,",",",",
321.0,with,IN,
321.0,heat,NN,
321.0,on,IN,
321.0,very,RB,
321.0,low,JJ,
321.0,",",",",
321.0,until,IN,
321.0,cheese,NN,
321.0,has,VBZ,
321.0,melted,VBN,
321.0,.,.,
322.0,Stir,VB,
322.0,cheese,NN,
322.0,into,IN,
322.0,meat,NN,
322.0,.,.,
323.0,Serve,VB,
323.0,hot,JJ,
323.0,",",",",
323.0,on,IN,
323.0,sandwich,NN,
323.0,buns,NNS,
323.0,or,CC,
323.0,bread,NN,
323.0,",",",",
323.0,or,CC,
323.0,over,IN,
323.0,hot,JJ,
323.0,potatoes,NNS,
323.0,or,CC,
323.0,rice,NN,
323.0,.,.,
324.0,Cook,VB,
324.0,pasta,NN,
324.0,and,CC,
324.0,set,VBN,
324.0,aside,RB,
324.0,.,.,
325.0,Place,NN,
325.0,onions,NNS,
325.0,",",",",
325.0,dill,NN,
325.0,pickles,NNS,
325.0,",",",",
325.0,olives,NNS,
325.0,",",",",
325.0,water,NN,
325.0,chestnuts,NNS,
325.0,",",",",
325.0,chives,NNS,
325.0,and,CC,
325.0,peppers,NNS,
325.0,in,IN,
325.0,a,DT,
325.0,bowl,NN,
325.0,.,.,
326.0,Add,VB,
326.0,oil,NN,
326.0,",",",",
326.0,vinegar,NN,
326.0,and,CC,
326.0,spices,NNS,
326.0,.,.,
327.0,Marinate,VB,
327.0,for,IN,
327.0,15,CD,
327.0,-,SYM,
327.0,20,CD,
327.0,minutes,NNS,
327.0,or,CC,
327.0,so,RB,
327.0,.,.,
328.0,Add,VB,
328.0,pasta,NN,
328.0,",",",",
328.0,tomatoes,NNS,
328.0,",",",",
328.0,meat,NN,
328.0,and,CC,
328.0,cheese,NN,
328.0,and,CC,
328.0,toss,VB,
328.0,lightly,RB,
328.0,.,.,
329.0,Serve,VB,
329.0,cold,JJ,
329.0,.,.,
330.0,Deep,JJ,
330.0,fry,NN,
330.0,french,JJ,
330.0,fries,NNS,
330.0,according,VBG,
330.0,to,IN,
330.0,package,NN,
330.0,directions,NNS,
330.0,(,-LRB-,
330.0,thickness,NN,
330.0,of,IN,
330.0,fries,NNS,
330.0,will,MD,
330.0,determine,VB,
330.0,frying,VBG,
330.0,time,NN,
330.0,),-RRB-,
330.0,.,.,
331.0,Drain,VB,
331.0,well,RB,
331.0,on,IN,
331.0,paper,NN,
331.0,towels,NNS,
331.0,",",",",
331.0,and,CC,
331.0,transfer,VB,
331.0,to,IN,
331.0,a,DT,
331.0,serving,VBG,
331.0,platter,NN,
331.0,.,.,
332.0,Season,NN,
332.0,with,IN,
332.0,salt,NN,
332.0,and,CC,
332.0,pepper,NN,
332.0,",",",",
332.0,then,RB,
332.0,sprinkle,VB,
332.0,on,RP,
332.0,remaining,VBG,
332.0,ingredients,NNS,
332.0,.,.,
333.0,Serve,VB,
333.0,with,IN,
333.0,your,PRP$,
333.0,favorite,JJ,
333.0,condiments,NNS,
333.0,.,.,
334.0,Lay,VB,
334.0,out,RP,
334.0,sandwich,NN,
334.0,rolls,NNS,
334.0,on,IN,
334.0,jelly,NN,
334.0,roll,NN,
334.0,pans,NNS,
334.0,/,SYM,
334.0,cookie,NN,
334.0,sheets,NNS,
334.0,(,-LRB-,
334.0,I,PRP,
334.0,line,VBP,
334.0,mine,NN,
334.0,with,IN,
334.0,foil,NN,
334.0,),-RRB-,
334.0,.,.,
335.0,Melt,NN,
335.0,butter,NN,
335.0,",",",",
335.0,mix,VB,
335.0,in,IN,
335.0,Italian,NNP,
335.0,Dressing,NNP,
335.0,Mix,NNP,
335.0,.,.,
336.0,Using,VBG,
336.0,a,DT,
336.0,pastry,NN,
336.0,or,CC,
336.0,BBQ,NN,
336.0,brush,NN,
336.0,",",",",
336.0,graciously,RB,
336.0,apply,VB,
336.0,seasoned,JJ,
336.0,butter,NN,
336.0,to,IN,
336.0,the,DT,
336.0,TOP,NN,
336.0,of,IN,
336.0,"the""bottom",NNP,
336.0,bun,NN,
336.0,"""",'',
336.0,(,-LRB-,
336.0,so,IN,
336.0,this,DT,
336.0,will,MD,
336.0,be,VB,
336.0,inside,IN,
336.0,the,DT,
336.0,sandwich,NN,
336.0,),-RRB-,
336.0,and,CC,
336.0,the,DT,
336.0,TOP,NN,
336.0,of,IN,
336.0,the,DT,
336.0,top,JJ,
336.0,bun,NN,
336.0,(,-LRB-,
